Hour,Region,TotalLoad_MW,AvailableRE_MW,AvailableRE_Raw_MW,GridPurchase_MW,GridSell_MW,UsedRE_MW,RE_Charge_MW,GridCharge_MW,Discharge_MW,Curtailment_MW,NetImport_MW,SOC_MWh
0,RegionA,497.09925045000006,114.89789999999999,540.19,382.20135045000006,0.0,114.89789999999999,0.0,0.0,0.0,0.0,382.20135045000006,157.5
1,RegionA,531.1305,119.2508,587.87,411.87969999999996,0.0,119.2508,0.0,0.0,0.0,0.0,411.87969999999996,157.5
2,RegionA,535.329,108.3076,650.0,427.02139999999997,0.0,108.3076,0.0,0.0,0.0,0.0,427.02139999999997,157.5
3,RegionA,531.09675,65.3184,722.35,465.77835000000005,0.0,65.3184,0.0,0.0,0.0,0.0,465.77835000000005,157.5
4,RegionA,529.19099955,65.3184,800.0,463.87259955,0.0,65.3184,0.0,0.0,0.0,0.0,463.87259955,157.5
5,RegionA,528.5277000000001,65.3184,877.65,463.2093000000001,0.0,65.3184,0.0,0.0,0.0,0.0,463.2093000000001,157.5
6,RegionA,531.57960045,65.3184,950.0,466.26120045000005,0.0,65.3184,0.0,0.0,0.0,0.0,466.26120045000005,157.5
7,RegionA,528.66360045,65.3184,1012.13,463.34520045,0.0,65.3184,0.0,0.0,0.0,0.0,463.34520045,157.5
8,RegionA,513.4050000000001,65.3184,1059.81,448.0866000000001,0.0,65.3184,0.0,0.0,0.0,0.0,448.0866000000001,157.5
9,RegionA,516.2282995500001,69.5448,1089.78,446.6834995500001,0.0,69.5448,0.0,0.0,0.0,0.0,446.6834995500001,157.5
10,RegionA,506.45250045000006,71.781,1100.0,434.67150045000005,0.0,71.781,0.0,0.0,0.0,0.0,434.67150045000005,157.5
11,RegionA,482.0283,71.4682,1089.78,410.56010000000003,0.0,71.4682,0.0,0.0,0.0,0.0,410.56010000000003,157.5
12,RegionA,449.50769955,68.097,1059.81,481.41069955,0.0,0.0,68.097,31.903000000000006,0.0,0.0,481.41069955,250.5
13,RegionA,427.4127000000001,66.0965,1012.13,461.3162000000001,0.0,0.0,66.0965,33.903499999999994,0.0,0.0,461.3162000000001,343.5
14,RegionA,415.20329955,63.4631,950.0,358.72944686182797,0.0,56.47385268817204,6.989247311827957,0.0,0.0,0.0,358.72944686182797,350.0
15,RegionA,371.9169,56.4725,877.65,315.4444,0.0,56.4725,0.0,0.0,0.0,0.0,315.4444,350.0
16,RegionA,310.63499955000003,48.764,800.0,261.87099955,0.0,48.764,0.0,0.0,0.0,0.0,261.87099955,350.0
17,RegionA,294.91874955,44.7522,722.35,250.16654954999996,0.0,44.7522,0.0,0.0,0.0,0.0,250.16654954999996,350.0
18,RegionA,276.85574955,40.4249,650.0,236.43084954999998,0.0,40.4249,0.0,0.0,0.0,0.0,236.43084954999998,350.0
19,RegionA,308.04389955000005,49.3799,587.87,258.66399955,0.0,49.3799,0.0,0.0,0.0,0.0,258.66399955,350.0
20,RegionA,253.21724955000002,39.7062,540.19,213.51104955000002,0.0,39.7062,0.0,0.0,0.0,0.0,213.51104955000002,350.0
21,RegionA,288.26235,45.1348,510.22,143.12755000000004,0.0,45.1348,0.0,0.0,100.0,0.0,143.12755000000004,241.30434782608697
22,RegionA,300.17249955,100.9731,500.0,199.19939955,0.0,100.9731,0.0,0.0,0.0,0.0,199.19939955,241.30434782608697
23,RegionA,301.05269955000006,104.0714,510.22,196.98129955000007,0.0,104.0714,0.0,0.0,0.0,0.0,196.98129955000007,241.30434782608697
24,RegionA,402.32250045000006,112.3788,540.19,289.94370045000005,0.0,112.3788,0.0,0.0,0.0,0.0,289.94370045000005,241.30434782608697
25,RegionA,467.61119955000004,114.4815,587.87,353.12969955000005,0.0,114.4815,0.0,0.0,0.0,0.0,353.12969955000005,241.30434782608697
26,RegionA,530.5122004500001,65.3184,650.0,465.19380045000014,0.0,65.3184,0.0,0.0,0.0,0.0,465.19380045000014,241.30434782608697
27,RegionA,538.3935,65.3184,722.35,473.0751,0.0,65.3184,0.0,0.0,0.0,0.0,473.0751,241.30434782608697
28,RegionA,537.975,65.3184,800.0,472.6566,0.0,65.3184,0.0,0.0,0.0,0.0,472.6566,241.30434782608697
29,RegionA,514.35539955,65.3184,877.65,449.03699955,0.0,65.3184,0.0,0.0,0.0,0.0,449.03699955,241.30434782608697
30,RegionA,482.73525045,65.3184,950.0,417.41685045,0.0,65.3184,0.0,0.0,0.0,0.0,417.41685045,241.30434782608697
31,RegionA,468.24974955,65.3184,1012.13,402.93134955,0.0,65.3184,0.0,0.0,0.0,0.0,402.93134955,241.30434782608697
32,RegionA,491.26860045000006,65.3184,1059.81,425.95020045000007,0.0,65.3184,0.0,0.0,0.0,0.0,425.95020045000007,241.30434782608697
33,RegionA,502.96005,69.5448,1089.78,433.41525,0.0,69.5448,0.0,0.0,0.0,0.0,433.41525,241.30434782608697
34,RegionA,491.33249955,72.3077,1100.0,419.02479955,0.0,72.3077,0.0,0.0,0.0,0.0,419.02479955,241.30434782608697
35,RegionA,493.8957004500001,72.9266,1089.78,420.9691004500001,0.0,72.9266,0.0,0.0,0.0,0.0,420.9691004500001,241.30434782608697
36,RegionA,426.357,67.7639,1059.81,358.59310000000005,0.0,67.7639,0.0,0.0,0.0,0.0,358.59310000000005,241.30434782608697
37,RegionA,388.97145045,65.4163,1012.13,323.55515045000004,0.0,65.4163,0.0,0.0,0.0,0.0,323.55515045000004,241.30434782608697
38,RegionA,376.34040000000005,63.3631,950.0,312.9773,0.0,63.3631,0.0,0.0,0.0,0.0,312.9773,241.30434782608697
39,RegionA,362.43180045,59.7596,877.65,302.67220045000005,0.0,59.7596,0.0,0.0,0.0,0.0,302.67220045000005,241.30434782608697
40,RegionA,353.43179955000005,54.7728,800.0,298.65899955000003,0.0,54.7728,0.0,0.0,0.0,0.0,298.65899955000003,241.30434782608697
41,RegionA,314.54550045,46.4451,722.35,268.10040045000005,0.0,46.4451,0.0,0.0,0.0,0.0,268.10040045000005,241.30434782608697
42,RegionA,273.53970045000005,39.1491,650.0,234.39060045000005,0.0,39.1491,0.0,0.0,0.0,0.0,234.39060045000005,241.30434782608697
43,RegionA,274.03875,37.9875,587.87,236.05124999999998,0.0,37.9875,0.0,0.0,0.0,0.0,236.05124999999998,241.30434782608697
44,RegionA,306.1152,41.5611,540.19,264.5541,0.0,41.5611,0.0,0.0,0.0,0.0,264.5541,241.30434782608697
45,RegionA,290.09700045,39.3417,510.22,150.75530045,0.0,39.3417,0.0,0.0,100.0,0.0,150.75530045,132.60869565217394
46,RegionA,366.89174955,104.02680000000001,500.0,262.86494955,0.0,104.02680000000001,0.0,0.0,0.0,0.0,262.86494955,132.60869565217394
47,RegionA,383.13000000000005,107.9804,510.22,275.1496000000001,0.0,107.9804,0.0,0.0,0.0,0.0,275.1496000000001,132.60869565217394
48,RegionA,405.39645045,111.6449,540.19,293.75155044999997,0.0,111.6449,0.0,0.0,0.0,0.0,293.75155044999997,132.60869565217394
49,RegionA,477.62010045000005,118.6482,587.87,358.97190045,0.0,118.6482,0.0,0.0,0.0,0.0,358.97190045,132.60869565217394
50,RegionA,496.6326,65.3184,650.0,431.3142,0.0,65.3184,0.0,0.0,0.0,0.0,431.3142,132.60869565217394
51,RegionA,499.18815000000006,65.3184,722.35,433.86975000000007,0.0,65.3184,0.0,0.0,0.0,0.0,433.86975000000007,132.60869565217394
52,RegionA,497.20500045000006,65.3184,800.0,431.88660045000006,0.0,65.3184,0.0,0.0,0.0,0.0,431.88660045000006,132.60869565217394
53,RegionA,494.85600000000005,65.3184,877.65,429.53760000000005,0.0,65.3184,0.0,0.0,0.0,0.0,429.53760000000005,132.60869565217394
54,RegionA,491.35949955000007,65.3184,950.0,426.04109955000007,0.0,65.3184,0.0,0.0,0.0,0.0,426.04109955000007,132.60869565217394
55,RegionA,518.78340045,65.3184,1012.13,453.46500045000005,0.0,65.3184,0.0,0.0,0.0,0.0,453.46500045000005,132.60869565217394
56,RegionA,535.5018,65.3184,1059.81,470.1834,0.0,65.3184,0.0,0.0,0.0,0.0,470.1834,132.60869565217394
57,RegionA,534.58425,69.5448,1089.78,465.03945,0.0,69.5448,0.0,0.0,0.0,0.0,465.03945,132.60869565217394
58,RegionA,532.3941000000001,73.4832,1100.0,458.9109000000001,0.0,73.4832,0.0,0.0,0.0,0.0,458.9109000000001,132.60869565217394
59,RegionA,480.45510045000003,68.8774,1089.78,411.57770045000007,0.0,68.8774,0.0,0.0,0.0,0.0,411.57770045000007,132.60869565217394
60,RegionA,462.87449955000005,68.5029,1059.81,394.37159955000004,0.0,68.5029,0.0,0.0,0.0,0.0,394.37159955000004,132.60869565217394
61,RegionA,460.08225045000006,69.31,1012.13,390.77225045000006,0.0,69.31,0.0,0.0,0.0,0.0,390.77225045000006,132.60869565217394
62,RegionA,418.38435000000004,66.6146,950.0,351.76975000000004,0.0,66.6146,0.0,0.0,0.0,0.0,351.76975000000004,132.60869565217394
63,RegionA,387.53955045,61.7835,877.65,325.75605045,0.0,61.7835,0.0,0.0,0.0,0.0,325.75605045,132.60869565217394
64,RegionA,319.98420000000004,47.9859,800.0,271.99830000000003,0.0,47.9859,0.0,0.0,0.0,0.0,271.99830000000003,132.60869565217394
65,RegionA,324.30600045000006,46.7063,722.35,277.59970045000006,0.0,46.7063,0.0,0.0,0.0,0.0,277.59970045000006,132.60869565217394
