Hour,Region,TotalLoad_MW,AvailableRE_MW,AvailableRE_Raw_MW,GridPurchase_MW,GridSell_MW,UsedRE_MW,RE_Charge_MW,GridCharge_MW,Discharge_MW,Curtailment_MW,NetImport_MW,SOC_MWh
0,RegionA,496.77525045000004,114.89789999999999,540.19,381.87735045000005,0.0,114.89789999999999,0.0,0.0,0.0,0.0,381.87735045000005,157.5
1,RegionA,530.5905,119.2508,587.87,411.3397,0.0,119.2508,0.0,0.0,0.0,0.0,411.3397,157.5
2,RegionA,534.1464,108.3076,650.0,425.8388,0.0,108.3076,0.0,0.0,0.0,0.0,425.8388,157.5
3,RegionA,529.5847500000001,65.3184,722.35,464.2663500000001,0.0,65.3184,0.0,0.0,0.0,0.0,464.2663500000001,157.5
4,RegionA,527.24699955,65.3184,800.0,461.92859955000006,0.0,65.3184,0.0,0.0,0.0,0.0,461.92859955000006,157.5
5,RegionA,526.7565000000001,65.3184,877.65,461.4381000000001,0.0,65.3184,0.0,0.0,0.0,0.0,461.4381000000001,157.5
6,RegionA,529.85160045,65.3184,950.0,464.53320045,0.0,65.3184,0.0,0.0,0.0,0.0,464.53320045,157.5
7,RegionA,528.26940045,65.3184,1012.13,462.95100045000004,0.0,65.3184,0.0,0.0,0.0,0.0,462.95100045000004,157.5
8,RegionA,512.7570000000001,65.3184,1059.81,447.43860000000006,0.0,65.3184,0.0,0.0,0.0,0.0,447.43860000000006,157.5
9,RegionA,515.5802995500001,69.5448,1089.78,446.03549955000005,0.0,69.5448,0.0,0.0,0.0,0.0,446.03549955000005,157.5
10,RegionA,505.46250045000005,71.781,1100.0,433.68150045000004,0.0,71.781,0.0,0.0,0.0,0.0,433.68150045000004,157.5
11,RegionA,480.40830000000005,71.4682,1089.78,408.94010000000003,0.0,71.4682,0.0,0.0,0.0,0.0,408.94010000000003,157.5
12,RegionA,447.58889955,68.097,1059.81,479.49189955,0.0,0.0,68.097,31.903000000000006,0.0,0.0,479.49189955,250.5
13,RegionA,426.33270000000005,66.0965,1012.13,460.23620000000005,0.0,0.0,66.0965,33.903499999999994,0.0,0.0,460.23620000000005,343.5
14,RegionA,413.42309955,63.4631,950.0,356.949246861828,0.0,56.47385268817204,6.989247311827957,0.0,0.0,0.0,356.949246861828,350.0
